jugg_price_rank,internal_player_id,fantasypros_id,player_name,position,nfl_team,expected_jugg_price_if_drafted,price_range_low,price_range_high,range_basis,espn_salary_cap_value,adp_espn,adp_yahoo,projected_points_jugg,prior_jugg_salary,missing_inputs
303,nfl:gsis:00-0039737,26432,Tip Reiman,TE,ARI,2.7,1.0,7.6,historical_forward_error_p80:TE,,,,4.584,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
304,nfl:gsis:00-0039032,25323,Tyjae Spears,RB,TEN,2.7,1.0,8.8,historical_forward_error_p80:RB,1,164.0,201.0,92.249,2,
305,nfl:gsis:00-0040743,23096,Tyler Shough,QB,NO,2.7,1.0,7.5,historical_forward_error_p80:QB,1,153.0,179.0,307.556,,prior_jugg_salary
306,nfl:gsis:00-0037157,24901,Bam Knight,RB,ARI,2.6,1.0,8.6,historical_forward_error_p80:RB,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
307,nfl:gsis:00-0039244,26597,Chris Collier,RB,LV,2.6,1.0,8.6,historical_forward_error_p80:RB,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
308,nfl:gsis:00-0037078,23727,Cole Turner,TE,MIA,2.6,1.0,7.6,historical_forward_error_p80:TE,,,,7.4,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
309,nfl:gsis:00-0036425,19521,DeeJay Dallas,RB,JAX,2.6,1.0,8.6,historical_forward_error_p80:RB,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
310,nfl:gsis:00-0039407,26194,Dylan Laube,RB,LV,2.6,1.0,8.6,historical_forward_error_p80:RB,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
311,nfl:gsis:00-0040162,27102,Dylan Sampson,RB,CLE,2.6,1.0,8.7,historical_forward_error_p80:RB,0,,177.0,72.059,1,adp_espn
312,nfl:gsis:00-0037004,22783,Hunter Long,TE,JAX,2.6,1.0,7.5,historical_forward_error_p80:TE,,,,10.5,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
313,nfl:gsis:00-0034365,17387,Ian Thomas,TE,LV,2.6,1.0,7.5,historical_forward_error_p80:TE,,,,9.659,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
314,nfl:gsis:00-0036741,23193,Jack Stoll,TE,CLE,2.6,1.0,7.5,historical_forward_error_p80:TE,,,,9.78,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
315,nfl:def:JAX,8140,Jacksonville Jaguars,DEF,JAX,2.6,1.0,4.4,historical_forward_error_p80:DEF,0,183.0,212.0,103.87,,prior_jugg_salary
316,nfl:gsis:00-0036842,23249,Kene Nwangwu,RB,NYJ,2.6,1.0,8.6,historical_forward_error_p80:RB,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
317,nfl:def:LAR,8280,Los Angeles Rams,DEF,LAR,2.6,1.0,4.4,historical_forward_error_p80:DEF,1,91.0,88.0,111.3,1,
318,nfl:gsis:00-0039796,25983,Rasheen Ali,RB,BAL,2.6,1.0,8.6,historical_forward_error_p80:RB,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
319,nfl:gsis:00-0033526,16423,Samaje Perine,RB,CIN,2.6,1.0,8.6,historical_forward_error_p80:RB,0,,,78.25,2,adp_espn;adp_yahoo
320,nfl:gsis:00-0037263,24172,Tyler Allgeier,RB,ARI,2.6,1.0,8.6,historical_forward_error_p80:RB,1,177.0,178.0,81.241,,prior_jugg_salary
321,nfl:gsis:00-0037085,23812,Tyler Badie,RB,DEN,2.6,1.0,8.6,historical_forward_error_p80:RB,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
322,nfl:gsis:00-0033110,15623,Tyler Higbee,TE,LAR,2.6,1.0,7.5,historical_forward_error_p80:TE,,242.0,,44.088,5,espn_salary_cap_value;adp_yahoo
323,nfl:gsis:00-0032569,16026,Wil Lutz,K,DEN,2.6,1.0,5.1,historical_forward_error_p80:K,,223.0,210.0,128.51,15,espn_salary_cap_value
324,nfl:gsis:00-0038440,25748,Zavier Scott,RB,MIN,2.6,1.0,8.6,historical_forward_error_p80:RB,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
325,nfl:gsis:00-0033455,16787,Anthony Firkser,TE,FA,2.5,1.0,7.4,historical_forward_error_p80:TE,,,,16.3,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
326,nfl:gsis:00-0029822,13274,Brandon McManus,K,FA,2.5,1.0,5.0,historical_forward_error_p80:K,,268.0,,0.0,1,espn_salary_cap_value;adp_yahoo
327,nfl:gsis:00-0039631,26429,Cam Grandy,TE,CIN,2.5,1.0,7.4,historical_forward_error_p80:TE,,,,16.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
328,nfl:gsis:00-0036429,19665,Charlie Woerner,TE,ATL,2.5,1.0,7.4,historical_forward_error_p80:TE,,,,16.236,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
329,nfl:gsis:00-0033885,16399,David Njoku,TE,LAC,2.5,1.0,7.4,historical_forward_error_p80:TE,0,218.0,140.0,65.138,1,
330,nfl:def:DEN,8090,Denver Broncos,DEF,DEN,2.5,1.0,4.3,historical_forward_error_p80:DEF,1,83.0,101.0,122.26,2,
331,nfl:gsis:00-0039754,26440,Devin Culp,TE,TB,2.5,1.0,7.5,historical_forward_error_p80:TE,,,,11.9,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
332,nfl:gsis:00-0040628,27916,Drake Dabney,TE,GB,2.5,1.0,7.4,historical_forward_error_p80:TE,,,,15.5,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
333,nfl:gsis:00-0039420,24747,Jaheim Bell,TE,PIT,2.5,1.0,7.4,historical_forward_error_p80:TE,,,,15.8,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
334,nfl:gsis:00-0035192,19028,Joey Slye,K,TEN,2.5,1.0,5.0,historical_forward_error_p80:K,,245.0,,113.93,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
335,nfl:gsis:00-0037306,24181,John FitzPatrick,TE,FA,2.5,1.0,7.4,historical_forward_error_p80:TE,,,,14.6,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
336,nfl:gsis:00-0039344,26148,Jonathon Brooks,RB,CAR,2.5,1.0,8.6,historical_forward_error_p80:RB,2,111.0,98.0,134.361,2,
337,nfl:gsis:00-0039355,26328,Luke McCaffrey,WR,WAS,2.5,1.0,9.2,historical_forward_error_p80:WR,,264.0,,35.533,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
338,nfl:gsis:00-0040187,27138,Mitchell Evans,TE,CAR,2.5,1.0,7.5,historical_forward_error_p80:TE,,,,13.15,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
339,nfl:gsis:00-0040046,27467,Rivaldo Fairweather,TE,ARI,2.5,1.0,7.4,historical_forward_error_p80:TE,,,,16.9,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
340,nfl:gsis:00-0041579,28163,Seydou Traore,TE,MIA,2.5,1.0,7.4,historical_forward_error_p80:TE,,,,14.8,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
341,nfl:gsis:00-0034613,17826,Tanner Hudson,TE,CIN,2.5,1.0,7.4,historical_forward_error_p80:TE,,,,16.248,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
342,nfl:gsis:00-0038456,25820,Travis Vokolek,TE,FA,2.5,1.0,7.4,historical_forward_error_p80:TE,,,,16.9,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
343,nfl:gsis:00-0037340,24853,Zaire Mitchell-Paden,TE,NO,2.5,1.0,7.4,historical_forward_error_p80:TE,,,,16.8,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
344,nfl:gsis:00-0034981,18397,Foster Moreau,TE,HOU,2.4,1.0,7.4,historical_forward_error_p80:TE,,,,18.289,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
345,nfl:gsis:00-0037086,24180,Grant Calcaterra,TE,PHI,2.4,1.0,7.4,historical_forward_error_p80:TE,,,,17.5,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
346,nfl:gsis:00-0039489,26946,Hayden Rucci,TE,SF,2.4,1.0,7.4,historical_forward_error_p80:TE,,,,17.8,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
347,nfl:gsis:00-0041116,27501,Jack Endries,TE,CIN,2.4,1.0,7.4,historical_forward_error_p80:TE,,,,18.3,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
348,nfl:gsis:00-0038562,24009,Jake Moody,K,FA,2.4,1.0,4.8,historical_forward_error_p80:K,,252.0,,0.0,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
349,nfl:gsis:00-0040736,26005,Mason Taylor,TE,NYJ,2.4,1.0,7.3,historical_forward_error_p80:TE,,,,54.83,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
350,nfl:gsis:00-0032394,15645,Nick Vannett,TE,SEA,2.4,1.0,7.3,historical_forward_error_p80:TE,,,,21.5,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
351,nfl:def:PIT,8240,Pittsburgh Steelers,DEF,PIT,2.4,1.0,4.2,historical_forward_error_p80:DEF,1,104.0,208.0,115.88,2,
352,nfl:gsis:00-0040730,27142,RJ Harvey,RB,DEN,2.4,1.0,8.5,historical_forward_error_p80:RB,1,132.0,102.0,116.213,9,
353,nfl:gsis:00-0039384,22980,Tyrone Tracy Jr.,RB,NYG,2.4,1.0,8.4,historical_forward_error_p80:RB,0,184.0,190.0,78.503,1,
354,nfl:gsis:00-0038394,23821,Will Mallory,TE,IND,2.4,1.0,7.4,historical_forward_error_p80:TE,,,,18.5,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
355,nfl:gsis:00-0038406,25347,Zack Kuntz,TE,DAL,2.4,1.0,7.4,historical_forward_error_p80:TE,,,,18.8,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
356,nfl:gsis:00-0038809,25349,Ben Sims,TE,MIA,2.3,1.0,7.3,historical_forward_error_p80:TE,,,,25.424,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
357,nfl:gsis:00-0035640,18219,DK Metcalf,WR,PIT,2.3,1.0,9.0,historical_forward_error_p80:WR,7,74.0,83.0,130.935,5,
358,nfl:gsis:00-0038558,22967,Darnell Washington,TE,PIT,2.3,1.0,7.3,historical_forward_error_p80:TE,,214.0,,43.43,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
359,nfl:gsis:00-0039814,23837,Erick All Jr.,TE,CIN,2.3,1.0,7.2,historical_forward_error_p80:TE,,,,38.322,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
360,nfl:gsis:00-0040242,27316,Jacory Croskey-Merritt,RB,WAS,2.3,1.0,8.4,historical_forward_error_p80:RB,2,127.0,114.0,134.968,,prior_jugg_salary
361,nfl:gsis:00-0037112,24778,Jake Tonges,TE,SF,2.3,1.0,7.3,historical_forward_error_p80:TE,,,,24.724,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
362,nfl:gsis:00-0040586,24344,Jaydon Blue,RB,DAL,2.3,1.0,8.3,historical_forward_error_p80:RB,0,,,45.873,1,adp_espn;adp_yahoo
363,nfl:gsis:00-0036628,22833,John Bates,TE,WAS,2.3,1.0,7.3,historical_forward_error_p80:TE,,,,25.33,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
364,nfl:gsis:00-0033873,16413,Patrick Mahomes II,QB,KC,2.3,1.0,7.1,historical_forward_error_p80:QB,3,100.0,95.0,330.043,9,
365,nfl:gsis:00-0039847,23104,Theo Johnson,TE,NYG,2.3,1.0,7.3,historical_forward_error_p80:TE,,,,48.399,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
366,nfl:gsis:00-0036162,19760,Tyler Bass,K,BUF,2.3,1.0,4.7,historical_forward_error_p80:K,,217.0,209.0,123.58,1,espn_salary_cap_value
367,nfl:gsis:00-0035689,18631,Dawson Knox,TE,BUF,2.2,1.0,7.1,historical_forward_error_p80:TE,,231.0,,50.567,3,espn_salary_cap_value;adp_yahoo
368,nfl:gsis:00-0037838,23781,Isaiah Likely,TE,NYG,2.2,1.0,7.2,historical_forward_error_p80:TE,2,116.0,109.0,102.216,,prior_jugg_salary
369,nfl:gsis:00-0033106,15501,Jared Goff,QB,DET,2.2,1.0,7.0,historical_forward_error_p80:QB,1,131.0,116.0,319.35,1,
370,nfl:gsis:00-0039376,23081,Spencer Rattler,QB,NO,2.2,1.0,7.0,historical_forward_error_p80:QB,,347.0,,11.165,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
371,nfl:def:TB,8290,Tampa Bay Buccaneers,DEF,TB,2.2,1.0,4.1,historical_forward_error_p80:DEF,0,237.0,,97.28,23,adp_yahoo
372,nfl:gsis:00-0038428,25713,Andre Szmyt,K,CLE,2.1,1.0,4.6,historical_forward_error_p80:K,,243.0,,102.19,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
373,nfl:gsis:00-0031136,13029,Chris Boswell,K,PIT,2.1,1.0,4.6,historical_forward_error_p80:K,0,165.0,211.0,118.33,1,
374,nfl:gsis:00-0036290,19229,Cole Kmet,TE,CHI,2.1,1.0,7.1,historical_forward_error_p80:TE,,228.0,,40.585,1,espn_salary_cap_value;adp_yahoo
375,nfl:gsis:00-0034383,17349,Dalton Schultz,TE,HOU,2.1,1.0,7.0,historical_forward_error_p80:TE,0,186.0,170.0,83.843,6,
376,nfl:gsis:00-0039363,26392,Isaac Guerendo,RB,SF,2.1,1.0,8.2,historical_forward_error_p80:RB,,,,12.85,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
377,nfl:gsis:00-0039491,26403,Jalen Coker,WR,CAR,2.1,1.0,8.8,historical_forward_error_p80:WR,1,160.0,205.0,97.029,,prior_jugg_salary
378,nfl:gsis:00-0037291,24177,Jalen Nailor,WR,LV,2.1,1.0,8.8,historical_forward_error_p80:WR,0,,181.0,86.83,,adp_espn;prior_jugg_salary
379,nfl:gsis:00-0036919,23310,Kenny Gainwell,RB,TB,2.1,1.0,8.1,historical_forward_error_p80:RB,2,110.0,121.0,118.424,,prior_jugg_salary
380,nfl:gsis:00-0040644,25393,Trevor Etienne,RB,CAR,2.1,1.0,8.2,historical_forward_error_p80:RB,,,,10.665,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
381,nfl:gsis:00-0033293,16673,Aaron Jones Sr.,RB,MIN,2.0,1.0,8.0,historical_forward_error_p80:RB,1,123.0,129.0,120.422,6,
382,nfl:gsis:00-0037664,23791,Alec Pierce,WR,IND,2.0,1.0,8.7,historical_forward_error_p80:WR,6,89.0,87.0,135.746,,prior_jugg_salary
383,nfl:gsis:00-0039373,23054,Audric Estime,RB,NO,2.0,1.0,8.0,historical_forward_error_p80:RB,,,,20.6,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
384,nfl:def:BAL,8020,Baltimore Ravens,DEF,BAL,2.0,1.0,3.8,historical_forward_error_p80:DEF,1,122.0,214.0,106.0,1,
385,nfl:gsis:00-0034348,17253,Courtland Sutton,WR,DEN,2.0,1.0,8.7,historical_forward_error_p80:WR,10,70.0,103.0,131.225,15,
386,nfl:gsis:00-0033955,16445,Jeremy McNichols,RB,WAS,2.0,1.0,8.0,historical_forward_error_p80:RB,,,,20.1,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
387,nfl:gsis:00-0038551,24360,Kendre Miller,RB,NO,2.0,1.0,8.0,historical_forward_error_p80:RB,,,,20.65,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
388,nfl:gsis:00-0041125,23079,Seth McGowan,RB,IND,2.0,1.0,8.0,historical_forward_error_p80:RB,,,,19.968,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
389,nfl:gsis:00-0039576,26763,Spencer Shrader,K,IND,2.0,1.0,4.4,historical_forward_error_p80:K,,244.0,,0.0,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
390,nfl:gsis:00-0028118,10007,Tyrod Taylor,QB,GB,2.0,1.0,6.8,historical_forward_error_p80:QB,,345.0,,11.836,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
391,nfl:gsis:00-0040078,27259,Brashard Smith,RB,KC,1.9,1.0,8.0,historical_forward_error_p80:RB,,,,22.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
392,nfl:gsis:00-0038930,25644,Carlos Washington Jr.,RB,MIA,1.9,1.0,8.0,historical_forward_error_p80:RB,,,,20.9,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
393,nfl:def:CIN,8060,Cincinnati Bengals,DEF,CIN,1.9,1.0,3.7,historical_forward_error_p80:DEF,,241.0,,103.62,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
394,nfl:gsis:00-0040692,24335,Jarquez Hunter,RB,LAR,1.9,1.0,8.0,historical_forward_error_p80:RB,,,,22.2,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
395,nfl:gsis:00-0036972,20156,Mac Jones,QB,SF,1.9,1.0,6.7,historical_forward_error_p80:QB,0,329.0,,11.49,,adp_yahoo;prior_jugg_salary
396,nfl:gsis:00-0041042,27994,Malachi Fields,WR,NYG,1.9,1.0,8.6,historical_forward_error_p80:WR,,253.0,,36.688,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
397,nfl:gsis:00-0037563,24205,Malik Davis,RB,DAL,1.9,1.0,7.9,historical_forward_error_p80:RB,,,,42.45,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
398,nfl:gsis:00-0040279,27261,Ryan Fitzgerald,K,CAR,1.9,1.0,4.3,historical_forward_error_p80:K,,234.0,,107.92,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
399,nfl:gsis:00-0036020,19449,Salvon Ahmed,RB,CHI,1.9,1.0,8.0,historical_forward_error_p80:RB,,,,22.4,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
400,nfl:gsis:00-0038400,24740,Tanner McKee,QB,PHI,1.9,1.0,6.7,historical_forward_error_p80:QB,,344.0,,11.318,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
401,nfl:gsis:00-0037276,19471,Ty Chandler,RB,NO,1.9,1.0,8.0,historical_forward_error_p80:RB,,,,25.6,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
402,nfl:def:ATL,8010,Atlanta Falcons,DEF,ATL,1.8,1.0,3.6,historical_forward_error_p80:DEF,,,202.0,101.75,,espn_salary_cap_value;adp_espn;prior_jugg_salary
403,nfl:gsis:00-0039738,23013,Blake Corum,RB,LAR,1.8,1.0,7.9,historical_forward_error_p80:RB,2,134.0,97.0,126.627,2,
404,nfl:gsis:00-0035250,18280,Devin Singletary,RB,NYG,1.8,1.0,7.9,historical_forward_error_p80:RB,,,,0.0,1,espn_salary_cap_value;adp_espn;adp_yahoo
405,nfl:gsis:00-0039405,26329,Jawhar Jordan,RB,HOU,1.8,1.0,7.9,historical_forward_error_p80:RB,,,,39.644,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
406,nfl:gsis:00-0037801,18520,KaVontae Turpin,WR,DAL,1.8,1.0,8.5,historical_forward_error_p80:WR,,250.0,,45.431,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
407,nfl:gsis:00-0037816,23794,Romeo Doubs,WR,NE,1.8,1.0,8.4,historical_forward_error_p80:WR,1,150.0,195.0,101.25,,prior_jugg_salary
408,nfl:gsis:00-0035229,18290,T.J. Hockenson,TE,MIN,1.8,1.0,6.8,historical_forward_error_p80:TE,1,125.0,172.0,76.727,6,
409,nfl:gsis:00-0038905,25533,Blake Grupe,K,IND,1.7,1.0,4.2,historical_forward_error_p80:K,,,,133.43,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
410,nfl:gsis:00-0037224,23901,Cameron Dicker,K,LAC,1.7,1.0,4.2,historical_forward_error_p80:K,1,97.0,133.0,143.72,3,
411,nfl:gsis:00-0038933,25247,Dalton Kincaid,TE,BUF,1.7,1.0,6.7,historical_forward_error_p80:TE,2,126.0,96.0,103.133,11,
412,nfl:def:DET,8100,Detroit Lions,DEF,DET,1.7,1.0,3.6,historical_forward_error_p80:DEF,1,149.0,213.0,110.79,1,
413,nfl:gsis:00-0039424,26409,Devaughn Vele,WR,NO,1.7,1.0,8.4,historical_forward_error_p80:WR,0,,,78.511,,adp_espn;adp_yahoo;prior_jugg_salary
414,nfl:gsis:00-0031492,14003,Jason Myers,K,SEA,1.7,1.0,4.1,historical_forward_error_p80:K,1,106.0,136.0,150.42,1,
415,nfl:gsis:00-0037267,22921,Jerome Ford,RB,WAS,1.7,1.0,7.8,historical_forward_error_p80:RB,,,,0.0,2,espn_salary_cap_value;adp_espn;adp_yahoo
416,nfl:gsis:00-0038608,22989,Kayshon Boutte,WR,NE,1.7,1.0,8.4,historical_forward_error_p80:WR,0,,,75.929,,adp_espn;adp_yahoo;prior_jugg_salary
417,nfl:gsis:00-0041511,28127,Omar Cooper Jr.,WR,NYJ,1.7,1.0,8.4,historical_forward_error_p80:WR,0,,182.0,58.523,,adp_espn;prior_jugg_salary
418,nfl:gsis:00-0039165,23152,Zach Charbonnet,RB,SEA,1.7,1.0,7.8,historical_forward_error_p80:RB,1,155.0,169.0,103.286,14,
419,nfl:gsis:00-0041040,25418,Antonio Williams,WR,WAS,1.6,1.0,8.3,historical_forward_error_p80:WR,0,,,68.731,,adp_espn;adp_yahoo;prior_jugg_salary
420,nfl:gsis:00-0041523,28135,Caleb Douglas,WR,MIA,1.6,1.0,8.2,historical_forward_error_p80:WR,1,212.0,,71.101,,adp_yahoo;prior_jugg_salary
421,nfl:gsis:00-0041037,27339,Denzel Boston,WR,CLE,1.6,1.0,8.3,historical_forward_error_p80:WR,1,176.0,191.0,93.028,,prior_jugg_salary
422,nfl:gsis:00-0038393,24354,Dontayvion Wicks,WR,PHI,1.6,1.0,8.3,historical_forward_error_p80:WR,0,,,68.415,,adp_espn;adp_yahoo;prior_jugg_salary
423,nfl:gsis:00-0041489,26039,Germie Bernard,WR,PIT,1.6,1.0,8.3,historical_forward_error_p80:WR,0,,,67.993,,adp_espn;adp_yahoo;prior_jugg_salary
424,nfl:gsis:00-0034794,17533,Jason Sanders,K,NYJ,1.6,1.0,4.1,historical_forward_error_p80:K,,239.0,,117.54,1,espn_salary_cap_value;adp_yahoo
425,nfl:gsis:00-0040138,27122,Jaylin Noel,WR,HOU,1.6,1.0,8.3,historical_forward_error_p80:WR,0,,,70.354,,adp_espn;adp_yahoo;prior_jugg_salary
426,nfl:gsis:00-0041032,26055,Kenyon Sadiq,TE,NYJ,1.6,1.0,6.5,historical_forward_error_p80:TE,2,140.0,180.0,77.521,,prior_jugg_salary
427,nfl:gsis:00-0038104,22913,Tyquan Thornton,WR,KC,1.6,1.0,8.2,historical_forward_error_p80:WR,0,,,67.455,,adp_espn;adp_yahoo;prior_jugg_salary
428,nfl:gsis:00-0041525,26038,Chris Bell,WR,MIA,1.5,1.0,8.1,historical_forward_error_p80:WR,0,,,59.382,,adp_espn;adp_yahoo;prior_jugg_salary
429,nfl:gsis:00-0037258,22947,Dameon Pierce,RB,PHI,1.5,1.0,7.6,historical_forward_error_p80:RB,,,,22.1,24,espn_salary_cap_value;adp_espn;adp_yahoo
430,nfl:gsis:00-0030565,11687,Geno Smith,QB,NYJ,1.5,1.0,6.3,historical_forward_error_p80:QB,0,,,256.975,,adp_espn;adp_yahoo;prior_jugg_salary
431,nfl:gsis:00-0033303,16712,Harrison Butker,K,KC,1.5,1.0,4.0,historical_forward_error_p80:K,1,143.0,196.0,131.95,3,
432,nfl:gsis:00-0038041,22718,Jake Ferguson,TE,DAL,1.5,1.0,6.5,historical_forward_error_p80:TE,2,102.0,118.0,93.515,1,
433,nfl:gsis:00-0033553,16447,James Conner,RB,ARI,1.5,1.0,7.6,historical_forward_error_p80:RB,0,,148.0,43.5,10,adp_espn
434,nfl:gsis:00-0039880,26314,Malik Washington,WR,MIA,1.5,1.0,8.2,historical_forward_error_p80:WR,0,,,66.453,,adp_espn;adp_yahoo;prior_jugg_salary
435,nfl:gsis:00-0039229,26444,Charlie Smyth,K,NO,1.4,1.0,3.9,historical_forward_error_p80:K,,,,123.01,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
436,nfl:gsis:00-0041145,28176,Dominic Zvada,K,NYG,1.4,1.0,3.8,historical_forward_error_p80:K,,238.0,,76.71,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
437,nfl:gsis:00-0037666,23770,Jalen Tolbert,WR,MIA,1.4,1.0,8.1,historical_forward_error_p80:WR,0,,,51.593,,adp_espn;adp_yahoo;prior_jugg_salary
438,nfl:gsis:00-0041029,26035,Jordyn Tyson,WR,NO,1.4,1.0,8.0,historical_forward_error_p80:WR,1,138.0,89.0,69.001,,prior_jugg_salary
439,nfl:gsis:00-0040142,27165,Kaleb Johnson,RB,PIT,1.4,1.0,7.4,historical_forward_error_p80:RB,,,,4.851,3,espn_salary_cap_value;adp_espn;adp_yahoo
440,nfl:gsis:00-0039901,26019,Keon Coleman,WR,BUF,1.4,1.0,8.1,historical_forward_error_p80:WR,0,,,50.213,,adp_espn;adp_yahoo;prior_jugg_salary
441,nfl:gsis:00-0038128,23499,Malik Willis,QB,MIA,1.4,1.0,6.2,historical_forward_error_p80:QB,1,181.0,141.0,287.945,,prior_jugg_salary
442,nfl:gsis:00-0034753,17269,Mark Andrews,TE,BAL,1.4,1.0,6.3,historical_forward_error_p80:TE,2,113.0,115.0,107.565,4,
443,nfl:gsis:00-0036550,19794,Rashod Bateman,WR,BAL,1.4,1.0,8.1,historical_forward_error_p80:WR,0,,,95.423,1,adp_espn;adp_yahoo
444,nfl:gsis:00-0039410,26398,Ryan Flournoy,WR,DAL,1.4,1.0,8.1,historical_forward_error_p80:WR,0,,,55.388,,adp_espn;adp_yahoo;prior_jugg_salary
445,nfl:gsis:00-0034869,17236,Sam Darnold,QB,SEA,1.4,1.0,6.2,historical_forward_error_p80:QB,0,162.0,132.0,293.605,,prior_jugg_salary
446,nfl:gsis:00-0040727,26215,Tre' Harris,WR,LAC,1.4,1.0,8.1,historical_forward_error_p80:WR,0,,,55.234,,adp_espn;adp_yahoo;prior_jugg_salary
447,nfl:gsis:00-0039342,26136,Xavier Legette,WR,CAR,1.4,1.0,8.1,historical_forward_error_p80:WR,0,,,57.907,,adp_espn;adp_yahoo;prior_jugg_salary
448,nfl:gsis:00-0041044,25419,Zachariah Branch,WR,ATL,1.4,1.0,8.0,historical_forward_error_p80:WR,0,,,48.869,,adp_espn;adp_yahoo;prior_jugg_salary
449,nfl:gsis:00-0039150,22900,Bryce Young,QB,CAR,1.3,1.0,6.1,historical_forward_error_p80:QB,0,196.0,131.0,278.491,,prior_jugg_salary
450,nfl:gsis:00-0037197,24333,Isiah Pacheco,RB,DET,1.3,1.0,7.4,historical_forward_error_p80:RB,1,163.0,150.0,94.906,17,
